,tag,quadrat.x,stem.x,sp,lx,ly,dbh.2013.x,cored_2009,status.2013,status.2014,status.2015,status.2016,status.2017,dbh.if.dead
6240,122157,1221,1,pist,8.4,6.4,463.3999939,1,A,A,A,A,A,
6242,122159,1221,1,cagl,4.1,11.4,195.6999969,1,A,A,A,A,A,
6245,122164,1221,1,pist,9,14.3,188.8999939,1,A,A,A,A,AU,
6246,122165,1221,1,pist,5.8,16.7,224.6000061,1,A,A,A,A,A,
6247,122166,1221,1,pist,7.4,19,380.1000061,1,A,A,A,A,A,
6254,122180,1222,1,pist,2.8,8.3,315,1,A,A,A,A,A,
6257,122184,1222,1,pist,2.9,13.9,217.8000031,1,A,A,A,A,A,
6260,122187,1222,1,pist,9.5,14.9,298.8999939,1,A,A,A,A,A,
6273,122211,1220,1,qual,12.2,11.5,221.1000061,1,A,A,A,A,A,
6280,122229,1221,1,pist,12.3,16.7,209.3000031,1,A,A,A,A,A,
6300,122272,1223,1,cagl,18.7,9.9,352.1000061,1,A,A,A,A,A,
6303,122275,1223,1,pist,14.6,9.6,155.3999939,1,A,A,A,DS,PD,162
6305,122277,1223,1,cagl,14.2,14.2,157.5,1,A,A,A,A,A,
6313,122295,1224,1,juni,9.6,19.8,555.7999878,1,A,A,A,A,A,
6316,122302,1223,1,pist,7.2,8.3,193.8999939,1,A,A,A,A,A,
6329,122326,1224,1,cagl,0.6,13.4,360.2000122,1,A,A,A,A,A,
6342,122404,1226,1,qual,15.4,0.3,499.8999939,1,A,A,A,A,A,
6344,122407,1226,1,cagl,19.3,13.4,225.3999939,1,A,A,A,A,A,
6370,122458,1226,1,cagl,4.6,4.9,227,1,A,A,A,A,A,
6371,122459,1226,1,cagl,4.2,5.7,181.3000031,1,A,A,A,A,A,
6379,122474,1227,1,qual,2.3,12,617.5,1,A,A,A,A,A,
6380,122476,1228,1,cagl,11.2,10.5,200,1,A,A,A,A,A,
6391,122489,1229,1,cagl,2.8,4.3,282.1000061,1,A,A,A,A,A,
6392,122489,1229,1,cagl,2.8,4.3,282.1000061,1,A,A,A,A,A,
6403,122504,1229,1,ulru,16.2,16,213.3999939,1,A,A,A,DS,PD,213
6486,130579,1304,1,litu,11,9.2,698.2999878,1,A,A,A,A,A,
6508,130766,1308,1,cato,7.9,5,289.6000061,1,A,A,A,A,A,
6515,130788,1309,1,caovl,7.7,7.7,151.6000061,1,A,A,A,A,A,
6520,130911,1305,1,quve,16.1,15.2,370.5,1,DS,PD,PD,PD,PD,
6530,130991,1307,1,quve,15.1,0.6,722,1,A,A,A,A,AU,
6539,131009,1308,1,quve,13.9,0.7,757.5999756,1,A,A,A,A,A,
6542,131017,1308,1,litu,16.9,7.1,210.6000061,1,A,A,A,A,A,
6546,131032,1308,1,cagl,14.5,17.7,340,1,A,A,A,A,A,
6549,131047,1309,1,litu,12.5,3.4,120.0999985,1,A,A,A,A,A,
6556,131061,1309,1,caovl,17,12,291.8999939,1,A,A,A,A,A,
6563,131080,1310,1,litu,10.2,8.2,268,1,A,A,A,A,A,
6567,131087,1310,1,quru,17.3,17.8,665,1,A,A,A,A,A,
6568,131091,1311,1,caovl,12.2,2.3,221.5,1,A,A,A,A,A,
6572,131102,1309,1,nysy,2.9,14.3,305,1,A,A,A,A,A,
6575,131113,1310,1,cagl,6.6,0.9,525.0999756,1,A,A,A,A,A,
6578,131128,1310,1,cato,6,13.5,590.0999756,1,A,A,A,A,A,
6581,131138,1311,1,caovl,3.4,2,211.5,1,A,A,A,A,A,
6600,131173,1313,1,cato,3.1,0.5,215.8999939,1,A,A,A,A,A,
6608,131183,1313,1,cato,0.5,12.1,179.3999939,1,A,A,A,DS,PD,168.5
6643,131275,1315,1,caco,14.5,4.2,225.5,1,A,A,A,A,A,
6649,131304,1314,1,litu,1.5,18.2,649.5,1,A,A,A,A,A,
6656,131325,1315,1,caco,1.8,9.9,396,1,A,A,A,A,A,
6667,131360,1316,1,juni,11.9,10.7,335.2999878,1,DC,PD,A,A,A,
6668,131360,1316,1,juni,11.9,10.7,335.2999878,1,A,A,A,A,A,
6673,131364,1316,1,acru,12,12.9,421.1000061,1,A,A,A,A,A,
6674,131366,1316,1,acru,5.7,17.6,195.8999939,1,A,A,A,A,A,
6689,132010,1317,1,caco,8.7,19.5,278.7000122,1,A,A,A,DS,PD,281
6696,132030,1318,1,caco,1.8,1.2,388.2000122,1,A,A,A,A,A,
6704,132067,1319,1,nysy,6.6,5.3,334.2000122,1,A,A,A,A,A,
6718,132118,1318,1,ulru,10,2.9,175.5,1,A,DS,PD,PD,PD,
6719,132124,1318,1,caco,13.6,4.7,480,1,A,A,A,A,A,
6726,132158,1319,1,cagl,14.4,9.1,163.5,1,A,A,A,A,A,
6728,132168,1320,1,cagl,12.5,5.4,223.6999969,1,A,A,A,A,A,
6741,132194,1321,1,pist,11,11.1,172.3999939,1,A,A,A,A,AU,
6748,132206,1320,1,qual,3.1,16.3,480.2000122,1,A,A,A,A,A,
6766,132232,1322,1,quve,6.3,4.6,285.1000061,1,A,A,A,A,A,
6767,132233,1322,1,pist,9.9,7.6,323,1,A,A,A,A,A,
6769,132236,1322,1,pist,1.6,10.5,260.1000061,1,A,A,A,A,AU,
6773,132241,1322,1,pist,14.4,2.4,299.2999878,1,A,A,A,A,AU,
6776,132250,1323,1,quve,0.5,4.5,285,1,A,A,A,A,A,
6783,132270,1324,1,caovl,5.6,5.6,176.8999939,1,A,A,A,A,A,
6800,132308,1322,1,cato,20,7.3,342,1,A,A,A,A,A,
6810,132324,1323,1,cagl,12.4,7,234,1,A,A,A,A,A,
6832,132386,1326,1,quve,19.2,10.7,544.7999878,1,DC,PD,PD,PD,PD,
6836,132396,1327,1,quve,10.7,2.4,649.2999878,1,A,A,A,A,A,
6870,132459,1330,1,cagl,5.5,15.1,196.8999939,1,A,A,A,A,A,
6883,132470,1332,1,acru,4,4,200,1,A,A,A,A,A,
6885,132474,1332,1,acru,0,11.2,242.3000031,1,A,A,A,A,A,
6902,132525,1329,1,fram,20,1.2,518.5,1,A,A,A,AU,AU,
6907,132531,1330,1,fagr,18.4,7.6,147.8000031,1,A,A,A,A,A,
6908,132532,1330,1,fagr,19.6,9.2,167,1,A,A,A,A,A,
6914,132542,1332,1,quve,15.4,2.9,718,1,A,A,A,A,A,
6917,132549,1332,1,acru,16.4,18.2,197.3000031,1,A,A,A,A,A,
6995,140733,1407,1,quve,4.2,7,712,1,A,A,A,A,A,
6996,140735,1407,1,litu,8.8,6.5,246.8999939,1,A,A,A,A,A,
6997,140736,1407,1,quve,2.4,13.6,652.5,1,A,A,A,A,A,
7000,140748,1407,1,litu,5.5,19.6,166.5,1,A,A,A,A,A,
7006,140756,1408,1,quve,1.3,6.2,707.2000122,1,A,A,A,A,A,
7009,140761,1408,1,quve,11.7,11.1,648.2000122,1,A,A,A,A,A,
7010,140764,1408,1,qupr,8.1,13.4,247.1999969,1,A,A,A,A,A,
7020,140810,1410,1,caovl,5.2,8.4,223,1,A,A,A,A,A,
7054,140881,1414,1,fram,7.2,13.3,611.0999756,1,A,A,A,A,A,
7056,140883,1414,1,fram,5.3,17.4,698.5999756,1,A,A,A,A,AU,
7067,140931,1408,1,quve,15.3,6.3,400.5,1,A,A,A,A,A,
7068,140934,1408,1,quve,17.1,10.1,503,1,A,A,A,A,A,
7069,140935,1408,1,quve,19.8,15,441.2000122,1,DS,PD,PD,PD,PD,
7071,140947,1408,1,cato,9.2,16.1,241,1,A,A,A,A,A,
7095,141031,1411,1,qupr,18.9,19.3,422.8999939,1,A,A,A,A,A,
7126,141124,1416,1,fram,18.3,0.4,190.6000061,1,A,A,A,A,AU,
7132,141142,1416,1,juni,10.9,17.4,444.1000061,1,A,A,A,A,A,
7150,142001,1417,1,caco,11.1,3.6,309.3999939,1,A,A,A,A,A,
7154,142015,1417,1,quve,8.5,14.4,519,1,A,A,A,A,A,
7160,142046,1418,1,pist,13.5,5.2,346,1,A,A,A,A,A,
7164,142068,1418,1,caovl,14.5,13.5,383.8999939,1,A,A,A,A,A,
7165,142069,1418,1,cagl,14.3,14.8,163.5,1,A,A,A,A,A,
7166,142078,1419,1,caco,19.6,1.6,193.1999969,1,A,A,A,A,A,
7182,142181,1419,1,caco,5.1,5.8,228.6999969,1,A,A,A,A,A,
7187,142206,1419,1,fram,18.5,16.5,854.7000122,1,A,A,A,A,A,
7190,142220,1420,1,caco,17,1.7,307.8999939,1,A,A,A,A,A,
7193,142246,1420,1,cagl,13.9,14.9,244.5,1,A,A,A,A,A,
7221,142360,1424,1,qupr,19,18.4,265.3999939,1,A,A,A,A,A,
7223,142363,1424,1,qual,5.2,18.7,503.3999939,1,A,A,A,A,A,
7241,142435,1420,1,cagl,6.8,2.7,184.1999969,1,A,A,A,A,A,
7246,142484,1421,1,pist,9.2,5.2,578.5,1,A,A,A,A,A,
7248,142491,1421,1,cato,9.2,9.8,196,1,A,A,A,A,A,
7260,142521,1422,1,pist,6.4,11.1,452,1,A,A,A,A,A,
7266,142539,1423,1,qual,1.3,14.4,605.2000122,1,A,A,A,A,A,
7277,142565,1425,1,qual,0.1,11.4,309.7999878,1,A,A,A,A,A,
7283,142575,1426,1,quve,1.8,6.4,499.5,1,A,A,A,A,A,
7288,142583,1427,1,qupr,3.3,4.6,506.7000122,1,A,A,A,A,A,
7296,142602,1427,1,qupr,13.3,6.1,609.7999878,1,A,A,A,A,A,
7298,142605,1427,1,qupr,18.4,7,530.9000244,1,A,A,A,A,DS,539
7325,142651,1430,1,fagr,19.5,16.3,216.8999939,1,A,A,A,A,A,
7339,142703,1428,1,fram,9.6,18,181.5,1,A,A,A,A,A,
7368,150048,1501,1,juni,9.8,5.7,466.5,1,A,A,A,A,A,
7424,150761,1503,1,juni,19.6,19.3,379,1,A,A,A,A,A,
7449,150798,1506,2,nysy,5,0.3,289.5,1,A,A,PD,PD,PD,
7450,150798,1506,2,nysy,5,0.3,289.5,1,DS,PD,PD,PD,PD,
7451,150798,1506,2,nysy,5,0.3,289.5,1,DS,PD,PD,PD,PD,
7478,150890,1510,1,quru,10.9,2.3,798.0999756,1,A,A,A,A,A,
7479,150902,1506,1,nysy,7.8,2.2,163,1,A,A,A,A,A,
7483,150911,1506,1,fagr,9.1,19,195.3000031,1,A,A,A,A,A,
7484,150913,1506,1,acru,6.7,19.9,297,1,A,A,A,A,A,
7495,150941,1508,1,fagr,4.5,8.6,164.1000061,1,A,A,A,A,A,
7496,150951,1508,1,quve,7.4,18,555.9000244,1,A,A,A,A,A,
7497,150957,1509,1,quve,1.9,2.4,571.2999878,1,DS,PD,PD,PD,PD,
7507,151021,1510,1,quru,3.7,16.7,545.7999878,1,A,A,A,A,A,
7530,151070,1514,1,cagl,0.4,12.1,666.2000122,1,A,A,A,A,A,
7534,151077,1514,1,caco,6.3,17.6,178.3999939,1,A,A,A,A,A,
7541,151120,1511,1,qupr,16.5,7.8,596.9000244,1,A,A,A,AU,DC,NULL
7544,151123,1511,1,fagr,11.5,12.1,176.1000061,1,A,A,A,A,A,
7545,151125,1511,1,litu,9,17,496.1000061,1,A,A,A,A,A,
7550,151140,1512,1,fagr,16.7,10.1,181.1999969,1,A,A,A,A,A,
7576,151193,1516,1,fagr,18.8,1.7,137.3999939,1,A,A,A,A,A,
7578,151196,1516,1,caovl,12.8,0.5,280.5,1,A,A,A,A,A,
7587,151609,1515,1,caco,2.7,15.5,165.8000031,1,A,A,A,A,AU,
7598,151634,1516,1,cato,8.8,20,222.1999969,1,A,DC,PD,PD,PD,
7627,152040,1518,1,cagl,0.1,0.1,165.1999969,1,A,A,A,A,A,
7630,152044,1518,1,qupr,4.6,4.5,387.1000061,1,A,A,A,A,A,
7631,152044,1518,1,qupr,4.6,4.5,387.1000061,1,A,A,A,A,A,
7637,152053,1518,1,cagl,19.4,9.5,211.1000061,1,A,A,A,DS,PD,212
7642,152069,1518,1,qupr,19.7,15.5,615.9000244,1,A,A,A,A,A,
7697,152431,1523,1,acru,0.1,1.1,235.8000031,1,A,A,A,A,AU,
7732,152490,1524,1,quve,14.3,17.8,540.2000122,1,A,A,A,A,A,
7741,152504,1525,1,nysy,19.4,8.6,304.3999939,1,A,A,A,A,A,
7755,152529,1526,1,fagr,16.5,2.5,313.6000061,1,A,A,A,A,A,
7781,152593,1527,1,nysy,9.9,18,175,1,A,A,A,A,A,
7795,152623,1528,1,juni,12.4,16.7,502.1000061,1,A,A,A,A,A,
7809,152645,1529,1,quve,4.2,11.6,665,1,A,A,A,A,A,
7816,152656,1529,1,quve,19,17.2,449.5,1,A,A,A,A,A,
7818,152659,1530,1,fram,7,4.4,176.5,1,A,A,A,AU,DS,180
7819,152661,1530,1,fagr,9.4,1.3,132.8999939,1,A,A,A,A,A,
7853,152702,1531,1,fram,14.5,14.4,417.5,1,A,A,A,AU,AU,
7860,152718,1532,2,cagl,7.9,9.2,321,1,A,A,A,A,A,
7861,152718,1532,2,cagl,7.9,9.2,321,1,A,A,A,A,A,
7875,160117,1602,1,ulam,4.4,8.9,188.8000031,1,DS,PD,PD,PD,PD,
7908,160665,1604,1,litu,0.8,16.2,693,1,A,A,A,A,A,
7909,160665,1604,1,litu,0.8,16.2,693,1,A,A,A,A,A,
7910,160665,1604,1,litu,0.8,16.2,693,1,A,A,A,A,A,
7942,160760,1606,1,fagr,19.6,12.7,215.1000061,1,A,A,A,A,A,
7954,160776,1608,1,fagr,12.2,5.7,141.8000031,1,A,A,A,A,A,
7955,160777,1608,1,litu,12.4,9.3,464.8999939,1,A,A,A,A,A,
7976,160808,1610,1,cato,18.3,18,382.1000061,1,A,A,A,A,A,
8023,160930,1608,1,litu,4.8,8,525.5,1,A,A,A,A,A,
8027,160935,1609,1,quve,6.3,0.9,601.0999756,1,A,A,A,A,A,
8028,160936,1609,1,nysy,4.1,4.1,199,1,A,A,A,A,A,
8074,161024,1614,1,fram,3.6,7.4,732.5,1,A,A,A,AU,DS,745
8085,161524,1616,1,quru,19.8,1.8,359,1,A,A,A,A,A,
8100,161554,1615,1,juni,10.6,10.6,420.5,1,A,A,A,A,A,
8108,161572,1616,1,caco,7.4,5.6,380.2999878,1,A,A,A,A,A,
8110,161576,1616,1,quru,4.2,10.3,565.5999756,1,A,A,A,A,A,
8126,162030,1618,1,qupr,1.6,19.8,142.3000031,1,A,A,A,A,A,
8142,162097,1620,1,ulru,5.5,15.6,203.8000031,1,DS,PD,PD,PD,PD,
8152,162116,1617,1,caovl,18,15.9,393.2999878,1,A,A,A,A,A,
8181,162265,1622,1,ulru,9.3,1,187.6999969,1,DS,PD,PD,PD,PD,
8187,162295,1623,1,qual,3.4,12.6,537,1,A,A,A,A,A,
8193,162327,1621,1,ulru,19.2,2.8,237.8999939,1,DS,PD,PD,PD,PD,
8196,162355,1621,1,juni,18,19.1,462,1,A,A,A,A,A,
8213,162397,1624,1,qual,17.9,3.9,353.8999939,1,DS,PD,PD,PD,PD,
8214,162398,1624,1,qual,18.6,5.4,532,1,A,A,A,A,A,
8222,162415,1625,1,qupr,19.3,8,383.1000061,1,DS,PD,A,A,A,
8223,162415,1625,1,qupr,19.3,8,383.1000061,1,A,A,A,A,A,
8232,162431,1626,1,cagl,10.7,7.8,167.6999969,1,A,A,A,A,A,
8233,162432,1626,1,pist,6,11.5,402.7999878,1,A,A,A,A,A,
8236,162438,1626,2,qupr,19.8,19.3,118.1999969,1,A,A,A,A,A,
8237,162438,1626,2,qupr,19.8,19.3,118.1999969,1,A,A,A,A,A,
8256,162458,1630,1,fram,13.3,18.5,286,1,A,A,A,DC,PD,286
8257,162458,1630,1,fram,13.3,18.5,286,1,DS,PD,A,DC,PD,286
8305,162527,1626,1,qupr,4.5,11.2,483.5,1,A,A,A,A,A,
8316,162543,1627,1,qual,7.5,16.6,890,1,A,A,A,A,A,
8328,162566,1628,1,quve,3.6,11.5,516.2000122,1,A,A,A,A,A,
8333,162575,1629,1,juni,3.3,2.8,513.0999756,1,A,A,A,A,A,
8334,162575,1629,1,juni,3.3,2.8,513.0999756,1,A,A,A,A,A,
8405,170994,1704,1,litu,18.4,16.1,555.9000244,1,A,A,A,A,A,
8425,171148,1705,1,ulru,4.4,14.4,379,1,A,DS,PD,PD,PD,
8427,171150,1706,1,fagr,8.9,4.4,139,1,A,A,A,A,A,
8437,171167,1707,1,quve,1,8.2,559.2000122,1,A,A,A,A,A,
8464,171199,1710,1,caovl,10.6,5.9,184,1,A,A,A,AU,DS,186
8524,171306,1712,1,fagr,11,11.3,256,1,A,A,A,A,A,
8540,171358,1714,1,fram,16,14.1,920,1,A,A,A,A,A,
8561,171409,1711,1,caovl,3.4,3.6,662.2000122,1,A,A,A,A,A,
8570,171421,1712,1,fram,7.4,10.5,264.8999939,1,A,A,A,A,A,
8588,171471,1715,1,qual,2.9,9.1,223.8999939,1,A,A,A,A,AU,
8612,172036,1719,1,qual,8.8,6.6,488,1,A,A,A,A,A,
8613,172039,1719,1,caovl,3.6,10.7,274.2000122,1,A,A,A,A,A,
8617,172055,1720,1,caovl,0.1,1.5,175.6000061,1,A,A,A,A,A,
8644,172168,1723,1,qual,5.5,19,274.3999939,1,A,A,A,A,A,
8663,172202,1717,1,quru,17.1,1.8,555.0999756,1,A,A,A,A,A,
8673,172218,1718,1,cagl,16.2,10.4,152.8999939,1,A,A,A,DS,PD,153
8681,172229,1719,1,litu,11.6,2,740,1,A,A,A,A,A,
8709,172332,1721,1,fram,3.3,15.5,251,1,A,A,A,AU,DS,249
8719,172372,1723,1,ulru,15.4,5.6,390.7999878,1,DS,PD,PD,PD,PD,
8763,172453,1727,1,juni,5.8,18.9,322,1,A,A,A,A,A,
8801,172517,1726,1,qupr,5.9,10.8,231,1,A,A,A,A,A,
8809,172534,1727,1,ulru,0.1,10.8,260.5,1,A,A,A,A,A,
8814,172542,1728,1,fram,10.3,11.5,200.1999969,1,A,A,A,A,A,
8825,172575,1730,1,fram,7.7,8.7,257,1,A,A,A,A,A,
8835,172594,1732,1,acru,0.5,6.4,235.1999969,1,A,A,A,A,A,
8836,172595,1732,1,caovl,5.4,11.3,309.7999878,1,DS,PD,PD,PD,PD,
8837,172595,1732,1,caovl,5.4,11.3,309.7999878,1,DS,PD,PD,PD,PD,
8872,172637,1732,1,juni,16.6,18.9,342,1,A,A,A,A,A,
8897,180341,1803,1,juni,18.4,7.6,641.5,1,A,A,A,A,A,
8911,180648,1804,1,juni,7.5,10.9,296,1,A,A,A,A,A,
8952,180751,1807,1,litu,16.4,13.3,605,1,A,A,A,A,A,
8972,180794,1811,1,litu,17.8,6.3,450,1,A,A,A,A,A,
9014,180870,1816,1,caovl,19.7,16.2,187.1999969,1,A,A,A,A,A,
9021,180906,1808,1,juni,6.9,6.2,514.2000122,1,A,A,DC,PD,PD,492
9037,180929,1809,1,quve,7.6,10.7,411.3999939,1,A,A,A,A,A,
9038,180930,1809,1,caovl,3,18.9,239,1,A,A,A,A,A,
9041,180934,1810,1,caovl,9.5,2.5,281.2000122,1,A,A,A,A,A,
9055,180952,1811,1,quru,2.6,14.6,567,1,A,A,A,A,A,
9058,180960,1811,1,qupr,9.8,11,184,1,A,A,A,DS,PD,169
9081,180988,1813,1,acru,3.3,19.5,206.3000031,1,A,A,A,A,A,
9082,180988,1813,1,acru,3.3,19.5,206.3000031,1,A,A,A,A,A,
9083,180988,1813,1,acru,3.3,19.5,206.3000031,1,A,A,A,A,A,
9088,180996,1814,1,qual,3.1,12.2,645,1,A,A,A,A,A,
9106,181034,1816,1,qupr,8.7,17.3,205.1999969,1,DS,PD,PD,PD,PD,
9116,182008,1817,1,caovl,16,3.9,271.8999939,1,A,A,A,A,A,
9143,182058,1819,1,pist,20,14.8,328,1,A,A,A,A,A,
9145,182060,1819,1,quru,16.1,14.2,205,1,A,A,A,A,A,
9159,182130,1821,1,quve,19,16.4,612,1,A,A,A,A,A,
9162,182137,1821,1,nysy,12.9,15,213.1999969,1,A,A,A,A,A,
9196,182272,1821,1,cagl,6.3,2.9,208,1,A,A,DS,PD,PD,205
9225,182396,1824,1,fram,19.9,18.6,363,1,A,A,A,A,A,
9259,182460,1829,1,ulru,2.1,9.4,211.1999969,1,A,A,A,A,A,
9270,182494,1831,1,ulru,9.2,7,180.3000031,1,A,A,A,A,A,
9328,182678,1828,1,fram,16.6,18.7,162.1999969,1,A,A,A,A,A,
9341,182689,1830,1,qual,10.9,0.6,516.7999878,1,A,A,A,A,A,
9342,182689,1830,1,qual,10.9,0.6,516.7999878,1,A,A,A,A,A,
9343,182689,1830,1,qual,10.9,0.6,516.7999878,1,A,A,A,A,A,
9353,182695,1830,1,fagr,17.5,18.8,191.6000061,1,A,A,A,A,A,
9355,182698,1831,1,ulru,19.9,7.6,216.1999969,1,A,A,A,A,A,
9356,182701,1831,1,ulru,12.2,14.5,183.1999969,1,A,A,A,A,A,
9382,190018,1901,1,litu,4.8,11.1,805.9000244,1,A,A,A,A,A,
9383,190018,1901,1,litu,4.8,11.1,805.9000244,1,A,A,A,A,A,
9396,190074,1902,1,juni,10.2,6,384.1000061,1,A,A,A,A,A,
9426,190438,1905,1,litu,13,13.8,701.2000122,1,A,A,A,A,A,
9442,190483,1908,1,juni,19.2,16.7,447.8999939,1,A,A,A,A,A,
9444,190497,1909,1,litu,3.6,6.2,152.1999969,1,A,A,A,A,A,
9479,190559,1912,1,tiam,8.9,11.5,265.7000122,1,A,A,A,A,A,
9480,190559,1912,1,tiam,8.9,11.5,265.7000122,1,A,A,A,A,A,
9510,190635,1906,1,fagr,7.6,4.8,182.8999939,1,A,A,A,A,A,
9539,190704,1910,1,caco,15.2,4.3,200.1999969,1,A,A,A,A,A,
9587,190830,1916,1,quve,18.5,2.4,464,1,A,A,A,DS,PD,459
9608,190929,1916,1,caovl,4.8,12.3,225.8999939,1,A,A,A,AU,DS,235
9621,192029,1918,1,qual,9.7,17.2,390.8999939,1,A,A,A,A,A,
9632,192068,1920,1,qupr,11.1,14.9,534.0999756,1,A,A,A,A,A,
9634,192070,1921,1,qupr,18.2,0.4,521,1,A,A,A,A,A,
9636,192074,1921,1,qupr,11.5,2.8,411.5,1,A,A,A,A,A,
9641,192083,1921,1,qupr,15.2,12.5,108.8000031,1,A,A,A,DS,PD,110
9649,192108,1922,1,qupr,17.1,13.9,114.5,1,A,A,A,A,A,
9657,192118,1922,1,nysy,7.3,18.7,289.2999878,1,A,A,A,A,A,
9664,192129,1923,1,litu,19.9,14.2,133.8000031,1,A,A,A,A,A,
9665,192130,1923,1,qupr,17,14.7,369.7999878,1,A,A,A,A,A,
9680,192149,1924,1,ulru,16.7,11.1,172.1999969,1,A,A,A,A,A,
9696,192213,1917,1,pist,8.4,17.6,502.5,1,A,A,A,A,A,
9702,192230,1919,1,nysy,2.9,6,166.3999939,1,A,A,A,A,A,
9705,192239,1919,1,quve,7.4,18.1,288.2000122,1,A,A,A,A,A,
9722,192283,1921,1,caovl,2.3,19.9,252,1,A,A,A,A,A,
9736,192361,1925,1,ulru,3.6,2,136.6000061,1,A,A,A,A,A,
9756,192517,1927,1,ulru,19.7,10.9,195,1,A,DS,PD,PD,PD,
9806,192588,1932,1,juni,12.8,6.9,258.7999878,1,A,DS,PD,PD,PD,
9820,192625,1926,1,cagl,14.1,15.6,213.1999969,1,A,A,A,A,A,
9821,192625,1926,1,cagl,14.1,15.6,213.1999969,1,A,A,A,A,A,
9828,192641,1927,1,fram,10.6,8.2,216.3000031,1,DC,PD,PD,PD,PD,
9858,192678,1929,1,ulru,1.9,16.3,170.5,1,A,A,A,A,A,
9881,192697,1932,1,fram,0.7,1.1,397.2999878,1,A,A,A,A,A,
9888,192707,1932,1,fram,12.1,5.1,250.3000031,1,A,A,A,AU,DS,250
9908,200038,2001,2,litu,3.6,9.6,843.7999878,1,A,A,A,A,A,
9909,200038,2001,2,litu,3.6,9.6,843.7999878,1,A,A,A,A,A,
9914,200168,2002,1,litu,2.8,14.6,432,1,A,A,A,A,A,
9936,200382,2003,1,juni,9.3,14.5,320.5,1,A,A,A,A,A,
9940,200389,2003,1,litu,8.7,18.2,359,1,A,A,A,A,A,
9965,200577,2007,1,juni,6.1,9.6,535.2000122,1,A,A,A,A,A,
9993,200812,2008,1,juni,8,1.2,548,1,DS,PD,A,A,A,
9994,200812,2008,1,juni,8,1.2,548,1,A,A,A,A,A,
10003,200825,2008,1,litu,0.9,14,300.8999939,1,A,A,A,A,A,
10018,200988,2010,1,litu,4.2,6.6,389.2000122,1,A,A,A,A,A,
10022,201024,2011,1,caco,16,1.2,234.1999969,1,A,A,A,A,A,
10032,201083,2013,1,caco,19.8,1.7,236,1,A,A,A,A,A,
10053,201191,2011,1,ulru,14.4,12.1,183,1,A,A,A,A,AU,
10075,201261,2013,1,juni,0.3,17.3,480,1,A,A,A,A,A,
10112,201332,2015,1,qual,18.9,17.4,456,1,A,A,A,A,A,
10122,201404,2015,1,caovl,3.7,9.5,195.5,1,A,A,A,A,A,
10179,202096,2021,1,litu,11.7,15.4,121.9000015,1,DC,PD,PD,PD,PD,
10186,202103,2022,1,qupr,13.9,6.5,115.5,1,A,A,A,A,A,
10205,202135,2023,1,qupr,3.8,15.2,405.2000122,1,DS,PD,PD,PD,PD,
10206,202135,2023,1,qupr,3.8,15.2,405.2000122,1,DC,PD,PD,PD,PD,
10215,202162,2024,2,litu,13.4,17.2,271,1,A,A,A,A,A,
10216,202162,2024,2,litu,13.4,17.2,271,1,A,A,A,A,A,
10230,202247,2018,1,nysy,3.4,12.4,154,1,A,A,A,A,A,
10248,202324,2021,1,qupr,5,19.7,108.1999969,1,A,A,A,A,A,
10251,202330,2022,1,caovl,1.8,4.4,200.6000061,1,A,A,A,A,A,
10262,202379,2025,1,fram,6.2,0.4,454.5,1,A,A,A,A,AU,
10264,202388,2025,1,ulru,7.8,6.6,230.5,1,DS,PD,PD,PD,PD,
10267,202496,2026,1,quru,7.5,11,242.8999939,1,A,A,A,A,A,
10269,202518,2027,1,ulru,1,7,197.8000031,1,DS,PD,PD,PD,PD,
10272,202528,2027,1,fram,0.6,14.7,155.1999969,1,A,A,A,A,DS,156
10277,202536,2028,1,fram,9.5,13.3,438.5,1,A,A,A,A,A,
10289,202555,2029,1,litu,3.9,18.8,755,1,A,A,A,A,A,
10300,202570,2031,1,ulru,4.8,0.6,183,1,A,A,A,A,AU,
10308,202585,2032,1,juni,1,4.8,420.2999878,1,A,A,A,A,A,
10341,202775,2027,1,fram,16.5,19.3,814,1,A,A,A,A,AU,
10361,202911,2029,1,ulru,10.3,12.8,176.8000031,1,DS,PD,PD,PD,PD,
10365,202924,2030,1,ulru,19.2,12.5,309.1000061,1,DS,PD,PD,PD,PD,
10369,202933,2030,1,fram,2.4,16.1,232.8000031,1,A,A,A,A,A,
10373,202941,2031,1,juni,18.8,6.7,498.7000122,1,A,A,A,A,A,
10381,202963,2032,1,ulru,18.3,13.9,232,1,A,A,A,A,A,
